Lineage	Alias	VOCGroup
BZ.2	B.1.1.529.5.2.3.2	BA.4/5
BA.5.2.30	B.1.1.529.5.2.30	BA.4/5
BA.5.2.31	B.1.1.529.5.2.31	BA.4/5
CD.1	B.1.1.529.5.2.31.1	BA.4/5
CD.2	B.1.1.529.5.2.31.2	BA.4/5
BA.5.2.32	B.1.1.529.5.2.32	BA.4/5
BA.5.2.33	B.1.1.529.5.2.33	BA.4/5
CE.1	B.1.1.529.5.2.33.1	BA.4/5
BA.5.2.34	B.1.1.529.5.2.34	BA.4/5
BA.5.2.35	B.1.1.529.5.2.35	BA.4/5
BA.5.2.36	B.1.1.529.5.2.36	BA.4/5
CT.1	B.1.1.529.5.2.36.1	BA.4/5
BA.5.2.37	B.1.1.529.5.2.37	BA.4/5
BA.5.2.38	B.1.1.529.5.2.38	BA.4/5
DA.1	B.1.1.529.5.2.38.1	BA.4/5
BA.5.2.39	B.1.1.529.5.2.39	BA.4/5
BA.5.2.4	B.1.1.529.5.2.4	BA.4/5
BA.5.2.40	B.1.1.529.5.2.40	BA.4/5
BA.5.2.41	B.1.1.529.5.2.41	BA.4/5
BA.5.2.42	B.1.1.529.5.2.42	BA.4/5
BA.5.2.43	B.1.1.529.5.2.43	BA.4/5
BA.5.2.44	B.1.1.529.5.2.44	BA.4/5
BA.5.2.45	B.1.1.529.5.2.45	BA.4/5
BA.5.2.46	B.1.1.529.5.2.46	BA.4/5
BA.5.2.47	B.1.1.529.5.2.47	BA.4/5
DQ.1	B.1.1.529.5.2.47.1	BA.4/5
BA.5.2.48	B.1.1.529.5.2.48	BA.4/5
DY.1	B.1.1.529.5.2.48.1	BA.4/5
DY.1.1	B.1.1.529.5.2.48.1.1	BA.4/5
DY.2	B.1.1.529.5.2.48.2	BA.4/5
DY.3	B.1.1.529.5.2.48.3	BA.4/5
DY.4	B.1.1.529.5.2.48.4	BA.4/5
BA.5.2.49	B.1.1.529.5.2.49	BA.4/5
DZ.1	B.1.1.529.5.2.49.1	BA.4/5
DZ.2	B.1.1.529.5.2.49.2	BA.4/5
BA.5.2.5	B.1.1.529.5.2.5	BA.4/5
BA.5.2.50	B.1.1.529.5.2.50	BA.4/5
BA.5.2.51	B.1.1.529.5.2.51	BA.4/5
BA.5.2.52	B.1.1.529.5.2.52	BA.4/5
BA.5.2.53	B.1.1.529.5.2.53	BA.4/5
BA.5.2.54	B.1.1.529.5.2.54	BA.4/5
BA.5.2.55	B.1.1.529.5.2.55	BA.4/5
BA.5.2.56	B.1.1.529.5.2.56	BA.4/5
BA.5.2.57	B.1.1.529.5.2.57	BA.4/5
BA.5.2.58	B.1.1.529.5.2.58	BA.4/5
BA.5.2.59	B.1.1.529.5.2.59	BA.4/5
BA.5.2.6	B.1.1.529.5.2.6	BA.4/5
CP.1	B.1.1.529.5.2.6.1	BA.4/5
CP.1.1	B.1.1.529.5.2.6.1.1	BA.4/5
CP.1.2	B.1.1.529.5.2.6.1.2	BA.4/5
CP.1.3	B.1.1.529.5.2.6.1.3	BA.4/5
CP.2	B.1.1.529.5.2.6.2	BA.4/5
CP.3	B.1.1.529.5.2.6.3	BA.4/5
CP.4	B.1.1.529.5.2.6.4	BA.4/5
CP.5	B.1.1.529.5.2.6.5	BA.4/5
CP.6	B.1.1.529.5.2.6.6	BA.4/5
CP.7	B.1.1.529.5.2.6.7	BA.4/5
CP.8	B.1.1.529.5.2.6.8	BA.4/5
CP.8.1	B.1.1.529.5.2.6.8.1	BA.4/5
BA.5.2.60	B.1.1.529.5.2.60	BA.4/5
BA.5.2.61	B.1.1.529.5.2.61	BA.4/5
BA.5.2.62	B.1.1.529.5.2.62	BA.4/5
BA.5.2.63	B.1.1.529.5.2.63	BA.4/5
BA.5.2.7	B.1.1.529.5.2.7	BA.4/5
CY.1	B.1.1.529.5.2.7.1	BA.4/5
CY.2	B.1.1.529.5.2.7.2	BA.4/5
BA.5.2.8	B.1.1.529.5.2.8	BA.4/5
BA.5.2.9	B.1.1.529.5.2.9	BA.4/5
BA.5.3	B.1.1.529.5.3	BA.4/5
BA.5.3.1	B.1.1.529.5.3.1	BA.4/5
BE.1	B.1.1.529.5.3.1.1	BA.4/5
BE.1.1	B.1.1.529.5.3.1.1.1	BA.4/5
BE.1.1.1	B.1.1.529.5.3.1.1.1.1	BA.4/5
BQ.1	B.1.1.529.5.3.1.1.1.1.1	BQ.1
BQ.1.1	B.1.1.529.5.3.1.1.1.1.1.1	BQ.1
BQ.1.1.1	B.1.1.529.5.3.1.1.1.1.1.1.1	BQ.1
CZ.1	B.1.1.529.5.3.1.1.1.1.1.1.1.1	BQ.1
CZ.2	B.1.1.529.5.3.1.1.1.1.1.1.1.2	BQ.1
BQ.1.1.10	B.1.1.529.5.3.1.1.1.1.1.1.10	BQ.1
FA.1	B.1.1.529.5.3.1.1.1.1.1.1.10.1	BQ.1
FA.2	B.1.1.529.5.3.1.1.1.1.1.1.10.2	BQ.1
BQ.1.1.11	B.1.1.529.5.3.1.1.1.1.1.1.11	BQ.1
BQ.1.1.12	B.1.1.529.5.3.1.1.1.1.1.1.12	BQ.1
BQ.1.1.13	B.1.1.529.5.3.1.1.1.1.1.1.13	BQ.1
EF.1	B.1.1.529.5.3.1.1.1.1.1.1.13.1	BQ.1
EF.1.1	B.1.1.529.5.3.1.1.1.1.1.1.13.1.1	BQ.1
EF.1.1.1	B.1.1.529.5.3.1.1.1.1.1.1.13.1.1.1	BQ.1
EY.1	B.1.1.529.5.3.1.1.1.1.1.1.13.1.1.1.1	BQ.1
EF.1.2	B.1.1.529.5.3.1.1.1.1.1.1.13.1.2	BQ.1
EF.1.3	B.1.1.529.5.3.1.1.1.1.1.1.13.1.3	BQ.1
EF.3	B.1.1.529.5.3.1.1.1.1.1.1.13.2	BQ.1
EF.2	B.1.1.529.5.3.1.1.1.1.1.1.13.2	BQ.1
BQ.1.1.14	B.1.1.529.5.3.1.1.1.1.1.1.14	BQ.1
CW.1	B.1.1.529.5.3.1.1.1.1.1.1.14.1	BQ.1
BQ.1.1.15	B.1.1.529.5.3.1.1.1.1.1.1.15	BQ.1
DM.1	B.1.1.529.5.3.1.1.1.1.1.1.15.1	BQ.1
BQ.1.1.16	B.1.1.529.5.3.1.1.1.1.1.1.16	BQ.1
BQ.1.1.17	B.1.1.529.5.3.1.1.1.1.1.1.17	BQ.1
BQ.1.1.18	B.1.1.529.5.3.1.1.1.1.1.1.18	BQ.1
ED.1	B.1.1.529.5.3.1.1.1.1.1.1.18.1	BQ.1
ED.2	B.1.1.529.5.3.1.1.1.1.1.1.18.2	BQ.1
ED.3	B.1.1.529.5.3.1.1.1.1.1.1.18.3	BQ.1
BQ.1.1.19	B.1.1.529.5.3.1.1.1.1.1.1.19	BQ.1
BQ.1.1.2	B.1.1.529.5.3.1.1.1.1.1.1.2	BQ.1
DU.1	B.1.1.529.5.3.1.1.1.1.1.1.2.1	BQ.1
BQ.1.1.20	B.1.1.529.5.3.1.1.1.1.1.1.20	BQ.1
BQ.1.1.21	B.1.1.529.5.3.1.1.1.1.1.1.21	BQ.1
BQ.1.1.22	B.1.1.529.5.3.1.1.1.1.1.1.22	BQ.1
ER.1	B.1.1.529.5.3.1.1.1.1.1.1.22.1	BQ.1
ER.1.1	B.1.1.529.5.3.1.1.1.1.1.1.22.1.1	BQ.1
BQ.1.1.23	B.1.1.529.5.3.1.1.1.1.1.1.23	BQ.1
BQ.1.1.24	B.1.1.529.5.3.1.1.1.1.1.1.24	BQ.1
BQ.1.1.25	B.1.1.529.5.3.1.1.1.1.1.1.25	BQ.1
BQ.1.1.26	B.1.1.529.5.3.1.1.1.1.1.1.26	BQ.1
BQ.1.1.27	B.1.1.529.5.3.1.1.1.1.1.1.27	BQ.1
BQ.1.1.28	B.1.1.529.5.3.1.1.1.1.1.1.28	BQ.1
EH.1	B.1.1.529.5.3.1.1.1.1.1.1.28.1	BQ.1
BQ.1.1.29	B.1.1.529.5.3.1.1.1.1.1.1.29	BQ.1
BQ.1.1.3	B.1.1.529.5.3.1.1.1.1.1.1.3	BQ.1
DR.1	B.1.1.529.5.3.1.1.1.1.1.1.3.1	BQ.1
DR.2	B.1.1.529.5.3.1.1.1.1.1.1.3.2	BQ.1
BQ.1.1.30	B.1.1.529.5.3.1.1.1.1.1.1.30	BQ.1
BQ.1.1.31	B.1.1.529.5.3.1.1.1.1.1.1.31	BQ.1
BQ.1.1.32	B.1.1.529.5.3.1.1.1.1.1.1.32	BQ.1
DT.1	B.1.1.529.5.3.1.1.1.1.1.1.32.1	BQ.1
DT.2	B.1.1.529.5.3.1.1.1.1.1.1.32.2	BQ.1
DT.3	B.1.1.529.5.3.1.1.1.1.1.1.32.3	BQ.1
BQ.1.1.34	B.1.1.529.5.3.1.1.1.1.1.1.34	BQ.1
BQ.1.1.35	B.1.1.529.5.3.1.1.1.1.1.1.35	BQ.1
ET.1	B.1.1.529.5.3.1.1.1.1.1.1.35.1	BQ.1
BQ.1.1.36	B.1.1.529.5.3.1.1.1.1.1.1.36	BQ.1
BQ.1.1.37	B.1.1.529.5.3.1.1.1.1.1.1.37	BQ.1
BQ.1.1.38	B.1.1.529.5.3.1.1.1.1.1.1.38	BQ.1
EW.1	B.1.1.529.5.3.1.1.1.1.1.1.38.1	BQ.1
EW.2	B.1.1.529.5.3.1.1.1.1.1.1.38.2	BQ.1
EW.3	B.1.1.529.5.3.1.1.1.1.1.1.38.3	BQ.1
BQ.1.1.39	B.1.1.529.5.3.1.1.1.1.1.1.39	BQ.1
FQ.1	B.1.1.529.5.3.1.1.1.1.1.1.39.1	BQ.1
BQ.1.1.4	B.1.1.529.5.3.1.1.1.1.1.1.4	BQ.1
EE.1	B.1.1.529.5.3.1.1.1.1.1.1.4.1	BQ.1
EE.2	B.1.1.529.5.3.1.1.1.1.1.1.4.2	BQ.1
EE.3	B.1.1.529.5.3.1.1.1.1.1.1.4.3	BQ.1
EE.4	B.1.1.529.5.3.1.1.1.1.1.1.4.4	BQ.1
EE.5	B.1.1.529.5.3.1.1.1.1.1.1.4.5	BQ.1
BQ.1.1.40	B.1.1.529.5.3.1.1.1.1.1.1.40	BQ.1
BQ.1.1.41	B.1.1.529.5.3.1.1.1.1.1.1.41	BQ.1
BQ.1.1.42	B.1.1.529.5.3.1.1.1.1.1.1.42	BQ.1
BQ.1.1.43	B.1.1.529.5.3.1.1.1.1.1.1.43	BQ.1
EZ.1	B.1.1.529.5.3.1.1.1.1.1.1.43.1	BQ.1
BQ.1.1.44	B.1.1.529.5.3.1.1.1.1.1.1.44	BQ.1
BQ.1.1.45	B.1.1.529.5.3.1.1.1.1.1.1.45	BQ.1
BQ.1.1.46	B.1.1.529.5.3.1.1.1.1.1.1.46	BQ.1
EN.1	B.1.1.529.5.3.1.1.1.1.1.1.46.1	BQ.1
EN.1.1	B.1.1.529.5.3.1.1.1.1.1.1.46.1.1	BQ.1
BQ.1.1.47	B.1.1.529.5.3.1.1.1.1.1.1.47	BQ.1
BQ.1.1.48	B.1.1.529.5.3.1.1.1.1.1.1.48	BQ.1
BQ.1.1.49	B.1.1.529.5.3.1.1.1.1.1.1.49	BQ.1
BQ.1.1.5	B.1.1.529.5.3.1.1.1.1.1.1.5	BQ.1
DN.1	B.1.1.529.5.3.1.1.1.1.1.1.5.1	BQ.1
DN.1.1	B.1.1.529.5.3.1.1.1.1.1.1.5.1.1	BQ.1
DN.1.1.1	B.1.1.529.5.3.1.1.1.1.1.1.5.1.1.1	BQ.1
DN.1.1.2	B.1.1.529.5.3.1.1.1.1.1.1.5.1.1.2	BQ.1
DN.1.1.3	B.1.1.529.5.3.1.1.1.1.1.1.5.1.1.3	BQ.1
DN.1.1.4	B.1.1.529.5.3.1.1.1.1.1.1.5.1.1.4	BQ.1
DN.2	B.1.1.529.5.3.1.1.1.1.1.1.5.2	BQ.1
DN.3	B.1.1.529.5.3.1.1.1.1.1.1.5.3	BQ.1
DN.3.1	B.1.1.529.5.3.1.1.1.1.1.1.5.3.1	BQ.1
BQ.1.1.50	B.1.1.529.5.3.1.1.1.1.1.1.50	BQ.1
BQ.1.1.51	B.1.1.529.5.3.1.1.1.1.1.1.51	BQ.1
BQ.1.1.52	B.1.1.529.5.3.1.1.1.1.1.1.52	BQ.1
EA.1	B.1.1.529.5.3.1.1.1.1.1.1.52.1	BQ.1
EA.2	B.1.1.529.5.3.1.1.1.1.1.1.52.2	BQ.1
BQ.1.1.53	B.1.1.529.5.3.1.1.1.1.1.1.53	BQ.1
FM.1	B.1.1.529.5.3.1.1.1.1.1.1.53.1	BQ.1
FM.2	B.1.1.529.5.3.1.1.1.1.1.1.53.2	BQ.1
BQ.1.1.54	B.1.1.529.5.3.1.1.1.1.1.1.54	BQ.1
BQ.1.1.55	B.1.1.529.5.3.1.1.1.1.1.1.55	BQ.1
BQ.1.1.56	B.1.1.529.5.3.1.1.1.1.1.1.56	BQ.1
BQ.1.1.57	B.1.1.529.5.3.1.1.1.1.1.1.57	BQ.1
BQ.1.1.58	B.1.1.529.5.3.1.1.1.1.1.1.58	BQ.1
BQ.1.1.59	B.1.1.529.5.3.1.1.1.1.1.1.59	BQ.1
BQ.1.1.6	B.1.1.529.5.3.1.1.1.1.1.1.6	BQ.1
BQ.1.1.60	B.1.1.529.5.3.1.1.1.1.1.1.60	BQ.1
BQ.1.1.61	B.1.1.529.5.3.1.1.1.1.1.1.61	BQ.1
BQ.1.1.62	B.1.1.529.5.3.1.1.1.1.1.1.62	BQ.1
BQ.1.1.63	B.1.1.529.5.3.1.1.1.1.1.1.63	BQ.1
BQ.1.1.64	B.1.1.529.5.3.1.1.1.1.1.1.64	BQ.1
BQ.1.1.65	B.1.1.529.5.3.1.1.1.1.1.1.65	BQ.1
ES.1	B.1.1.529.5.3.1.1.1.1.1.1.65.1	BQ.1
BQ.1.1.66	B.1.1.529.5.3.1.1.1.1.1.1.66	BQ.1
BQ.1.1.67	B.1.1.529.5.3.1.1.1.1.1.1.67	BQ.1
BQ.1.1.68	B.1.1.529.5.3.1.1.1.1.1.1.68	BQ.1
BQ.1.1.69	B.1.1.529.5.3.1.1.1.1.1.1.69	BQ.1
BQ.1.1.7	B.1.1.529.5.3.1.1.1.1.1.1.7	BQ.1
DK.1	B.1.1.529.5.3.1.1.1.1.1.1.7.1	BQ.1
BQ.1.1.70	B.1.1.529.5.3.1.1.1.1.1.1.70	BQ.1
BQ.1.1.71	B.1.1.529.5.3.1.1.1.1.1.1.71	BQ.1
EV.1	B.1.1.529.5.3.1.1.1.1.1.1.71.1	BQ.1
BQ.1.1.72	B.1.1.529.5.3.1.1.1.1.1.1.72	BQ.1
FC.1	B.1.1.529.5.3.1.1.1.1.1.1.72.1	BQ.1
BQ.1.1.73	B.1.1.529.5.3.1.1.1.1.1.1.73	BQ.1
BQ.1.1.74	B.1.1.529.5.3.1.1.1.1.1.1.74	BQ.1
FN.1	B.1.1.529.5.3.1.1.1.1.1.1.74.1	BQ.1
BQ.1.1.75	B.1.1.529.5.3.1.1.1.1.1.1.75	BQ.1
BQ.1.1.76	B.1.1.529.5.3.1.1.1.1.1.1.76	BQ.1
BQ.1.1.77	B.1.1.529.5.3.1.1.1.1.1.1.77	BQ.1
BQ.1.1.78	B.1.1.529.5.3.1.1.1.1.1.1.78	BQ.1
BQ.1.1.79	B.1.1.529.5.3.1.1.1.1.1.1.79	BQ.1
BQ.1.1.8	B.1.1.529.5.3.1.1.1.1.1.1.8	BQ.1
DP.1	B.1.1.529.5.3.1.1.1.1.1.1.8.1	BQ.1
BQ.1.1.9	B.1.1.529.5.3.1.1.1.1.1.1.9	BQ.1
BQ.1.10	B.1.1.529.5.3.1.1.1.1.1.10	BQ.1
BQ.1.10.1	B.1.1.529.5.3.1.1.1.1.1.10.1	BQ.1
EC.1	B.1.1.529.5.3.1.1.1.1.1.10.1.1	BQ.1
EC.1.1	B.1.1.529.5.3.1.1.1.1.1.10.1.1.1	BQ.1
BQ.1.10.2	B.1.1.529.5.3.1.1.1.1.1.10.2	BQ.1
BQ.1.10.3	B.1.1.529.5.3.1.1.1.1.1.10.3	BQ.1
BQ.1.11	B.1.1.529.5.3.1.1.1.1.1.11	BQ.1
BQ.1.11.1	B.1.1.529.5.3.1.1.1.1.1.11.1	BQ.1
BQ.1.12	B.1.1.529.5.3.1.1.1.1.1.12	BQ.1
BQ.1.13	B.1.1.529.5.3.1.1.1.1.1.13	BQ.1
BQ.1.13.1	B.1.1.529.5.3.1.1.1.1.1.13.1	BQ.1
BQ.1.14	B.1.1.529.5.3.1.1.1.1.1.14	BQ.1
BQ.1.15	B.1.1.529.5.3.1.1.1.1.1.15	BQ.1
BQ.1.15.1	B.1.1.529.5.3.1.1.1.1.1.15.1	BQ.1
BQ.1.15.2	B.1.1.529.5.3.1.1.1.1.1.15.2	BQ.1
BQ.1.16	B.1.1.529.5.3.1.1.1.1.1.16	BQ.1
BQ.1.17	B.1.1.529.5.3.1.1.1.1.1.17	BQ.1
BQ.1.18	B.1.1.529.5.3.1.1.1.1.1.18	BQ.1
BQ.1.19	B.1.1.529.5.3.1.1.1.1.1.19	BQ.1
BQ.1.2	B.1.1.529.5.3.1.1.1.1.1.2	BQ.1
BQ.1.2.1	B.1.1.529.5.3.1.1.1.1.1.2.1	BQ.1
FB.1	B.1.1.529.5.3.1.1.1.1.1.2.1.1	BQ.1
FB.2	B.1.1.529.5.3.1.1.1.1.1.2.1.2	BQ.1
BQ.1.2.2	B.1.1.529.5.3.1.1.1.1.1.2.2	BQ.1
JH.1	B.1.1.529.5.3.1.1.1.1.1.2.2.1	BQ.1
JH.2	B.1.1.529.5.3.1.1.1.1.1.2.2.2	BQ.1
BQ.1.2.3	B.1.1.529.5.3.1.1.1.1.1.2.3	BQ.1
BQ.1.20	B.1.1.529.5.3.1.1.1.1.1.20	BQ.1
BQ.1.21	B.1.1.529.5.3.1.1.1.1.1.21	BQ.1
BQ.1.22	B.1.1.529.5.3.1.1.1.1.1.22	BQ.1
BQ.1.23	B.1.1.529.5.3.1.1.1.1.1.23	BQ.1
BQ.1.24	B.1.1.529.5.3.1.1.1.1.1.24	BQ.1
BQ.1.25	B.1.1.529.5.3.1.1.1.1.1.25	BQ.1
BQ.1.25.1	B.1.1.529.5.3.1.1.1.1.1.25.1	BQ.1
BQ.1.26	B.1.1.529.5.3.1.1.1.1.1.26	BQ.1
BQ.1.26.1	B.1.1.529.5.3.1.1.1.1.1.26.1	BQ.1
BQ.1.26.2	B.1.1.529.5.3.1.1.1.1.1.26.2	BQ.1
BQ.1.27	B.1.1.529.5.3.1.1.1.1.1.27	BQ.1
BQ.1.28	B.1.1.529.5.3.1.1.1.1.1.28	BQ.1
BQ.1.29	B.1.1.529.5.3.1.1.1.1.1.29	BQ.1
BQ.1.3	B.1.1.529.5.3.1.1.1.1.1.3	BQ.1
BQ.1.3.1	B.1.1.529.5.3.1.1.1.1.1.3.1	BQ.1
BQ.1.3.2	B.1.1.529.5.3.1.1.1.1.1.3.2	BQ.1
BQ.1.30	B.1.1.529.5.3.1.1.1.1.1.30	BQ.1
BQ.1.31	B.1.1.529.5.3.1.1.1.1.1.31	BQ.1
BQ.1.32	B.1.1.529.5.3.1.1.1.1.1.32	BQ.1
BQ.1.33	B.1.1.529.5.3.1.1.1.1.1.33	BQ.1
BQ.1.4	B.1.1.529.5.3.1.1.1.1.1.4	BQ.1
BQ.1.5	B.1.1.529.5.3.1.1.1.1.1.5	BQ.1
BQ.1.6	B.1.1.529.5.3.1.1.1.1.1.6	BQ.1
BQ.1.7	B.1.1.529.5.3.1.1.1.1.1.7	BQ.1
BQ.1.8	B.1.1.529.5.3.1.1.1.1.1.8	BQ.1
BQ.1.8.1	B.1.1.529.5.3.1.1.1.1.1.8.1	BQ.1
BQ.1.8.2	B.1.1.529.5.3.1.1.1.1.1.8.2	BQ.1
FF.1	B.1.1.529.5.3.1.1.1.1.1.8.2.1	BQ.1
BQ.1.9	B.1.1.529.5.3.1.1.1.1.1.9	BQ.1
BQ.2	B.1.1.529.5.3.1.1.1.1.2	BA.4/5
BE.1.1.2	B.1.1.529.5.3.1.1.1.2	BA.4/5
CC.1	B.1.1.529.5.3.1.1.1.2.1	BA.4/5
BE.1.2	B.1.1.529.5.3.1.1.2	BA.4/5
BE.1.2.1	B.1.1.529.5.3.1.1.2.1	BA.4/5
DW.1	B.1.1.529.5.3.1.1.2.1.1	BA.4/5
BE.1.3	B.1.1.529.5.3.1.1.3	BA.4/5
BE.1.4	B.1.1.529.5.3.1.1.4	BA.4/5
BE.1.4.1	B.1.1.529.5.3.1.1.4.1	BA.4/5
BE.1.4.2	B.1.1.529.5.3.1.1.4.2	BA.4/5
BE.1.4.3	B.1.1.529.5.3.1.1.4.3	BA.4/5
BE.1.4.4	B.1.1.529.5.3.1.1.4.4	BA.4/5
BE.10	B.1.1.529.5.3.1.10	BA.4/5
BE.11	B.1.1.529.5.3.1.11	BA.4/5
BE.12	B.1.1.529.5.3.1.12	BA.4/5
BE.13	B.1.1.529.5.3.1.13	BA.4/5
BE.2	B.1.1.529.5.3.1.2	BA.4/5
BE.3	B.1.1.529.5.3.1.3	BA.4/5
BE.4	B.1.1.529.5.3.1.4	BA.4/5
BE.4.1	B.1.1.529.5.3.1.4.1	BA.4/5
BE.4.1.1	B.1.1.529.5.3.1.4.1.1	BA.4/5
CQ.1	B.1.1.529.5.3.1.4.1.1.1	BA.4/5
CQ.1.1	B.1.1.529.5.3.1.4.1.1.1.1	BA.4/5
CQ.2	B.1.1.529.5.3.1.4.1.1.2	BA.4/5
BE.4.2	B.1.1.529.5.3.1.4.2	BA.4/5
BE.5	B.1.1.529.5.3.1.5	BA.4/5
BE.6	B.1.1.529.5.3.1.6	BA.4/5
BE.7	B.1.1.529.5.3.1.7	BA.4/5
BE.8	B.1.1.529.5.3.1.8	BA.4/5
BE.9	B.1.1.529.5.3.1.9	BA.4/5
BA.5.3.2	B.1.1.529.5.3.2	BA.4/5
BA.5.3.3	B.1.1.529.5.3.3	BA.4/5
BA.5.3.4	B.1.1.529.5.3.4	BA.4/5
BA.5.3.5	B.1.1.529.5.3.5	BA.4/5
BA.5.5	B.1.1.529.5.5	BA.4/5
BA.5.5.1	B.1.1.529.5.5.1	BA.4/5
BA.5.5.2	B.1.1.529.5.5.2	BA.4/5
BA.5.5.3	B.1.1.529.5.5.3	BA.4/5
BA.5.6	B.1.1.529.5.6	BA.4/5
BA.5.6.1	B.1.1.529.5.6.1	BA.4/5
BA.5.6.2	B.1.1.529.5.6.2	BA.4/5
BW.1	B.1.1.529.5.6.2.1	BA.4/5
BW.1.1	B.1.1.529.5.6.2.1.1	BA.4/5
BW.1.1.1	B.1.1.529.5.6.2.1.1.1	BA.4/5
BW.1.1.2	B.1.1.529.5.6.2.1.1.2	BA.4/5
BW.1.2	B.1.1.529.5.6.2.1.2	BA.4/5
BA.5.6.3	B.1.1.529.5.6.3	BA.4/5
BA.5.6.4	B.1.1.529.5.6.4	BA.4/5
BA.5.7	B.1.1.529.5.7	BA.4/5
BA.5.8	B.1.1.529.5.8	BA.4/5
BA.5.9	B.1.1.529.5.9	BA.4/5
B.1.1.53	B.1.1.53	WT
B.1.1.54	B.1.1.54	WT
B.1.1.55	B.1.1.55	WT
B.1.1.56	B.1.1.56	WT
B.1.1.57	B.1.1.57	WT
B.1.1.58	B.1.1.58	WT
B.1.1.59	B.1.1.59	WT
B.1.1.61	B.1.1.61	WT
B.1.1.62	B.1.1.62	WT
B.1.1.63	B.1.1.63	WT
B.1.1.67	B.1.1.67	WT
B.1.1.7	B.1.1.7	Alpha
Q.1	B.1.1.7.1	Alpha
Q.2	B.1.1.7.2	Alpha
Q.3	B.1.1.7.3	Alpha
Q.4	B.1.1.7.4	Alpha
Q.5	B.1.1.7.5	Alpha
Q.6	B.1.1.7.6	Alpha
Q.7	B.1.1.7.7	Alpha
Q.8	B.1.1.7.8	Alpha
B.1.1.70	B.1.1.70	WT
AP.1	B.1.1.70.1	WT
B.1.1.71	B.1.1.71	WT
B.1.1.72	B.1.1.72	WT
B.1.1.74	B.1.1.74	WT
B.1.1.75	B.1.1.75	WT
B.1.1.77	B.1.1.77	WT
B.1.1.8	B.1.1.8	WT
B.1.1.82	B.1.1.82	WT
B.1.1.83	B.1.1.83	WT
B.1.1.84	B.1.1.84	WT
B.1.1.86	B.1.1.86	WT
B.1.1.87	B.1.1.87	WT
B.1.1.88	B.1.1.88	WT
B.1.1.89	B.1.1.89	WT
B.1.1.90	B.1.1.90	WT
B.1.1.91	B.1.1.91	WT
B.1.1.92	B.1.1.92	WT
B.1.1.93	B.1.1.93	WT
B.1.1.95	B.1.1.95	WT
B.1.1.97	B.1.1.97	WT
B.1.1.98	B.1.1.98	WT
B.1.1.99	B.1.1.99	WT
B.1.103	B.1.103	WT
B.1.104	B.1.104	WT
B.1.105	B.1.105	WT
B.1.106	B.1.106	WT
B.1.108	B.1.108	WT
B.1.110	B.1.110	WT
B.1.110.1	B.1.110.1	WT
B.1.110.2	B.1.110.2	WT
B.1.110.3	B.1.110.3	WT
B.1.111	B.1.111	WT
B.1.112	B.1.112	WT
B.1.113	B.1.113	WT
B.1.115	B.1.115	WT
B.1.116	B.1.116	WT
B.1.117	B.1.117	WT
B.1.118	B.1.118	WT
B.1.119	B.1.119	WT
B.1.12	B.1.12	WT
B.1.120	B.1.120	WT
B.1.124	B.1.124	WT
B.1.126	B.1.126	WT
B.1.127	B.1.127	WT
B.1.128	B.1.128	WT
B.1.13	B.1.13	WT
B.1.131	B.1.131	WT
B.1.134	B.1.134	WT
B.1.137	B.1.137	WT
B.1.139	B.1.139	WT
B.1.14	B.1.14	WT
B.1.140	B.1.140	WT
B.1.142	B.1.142	WT
B.1.143	B.1.143	WT
B.1.145	B.1.145	WT
B.1.146	B.1.146	WT
B.1.147	B.1.147	WT
B.1.149	B.1.149	WT
B.1.151	B.1.151	WT
B.1.153	B.1.153	WT
B.1.157	B.1.157	WT
B.1.158	B.1.158	WT
B.1.159	B.1.159	WT
B.1.160	B.1.160	WT
B.1.160.10	B.1.160.10	WT
B.1.160.11	B.1.160.11	WT
B.1.160.12	B.1.160.12	WT
B.1.160.13	B.1.160.13	WT
B.1.160.14	B.1.160.14	WT
B.1.160.15	B.1.160.15	WT
B.1.160.16	B.1.160.16	WT
AB.1	B.1.160.16.1	WT
B.1.160.17	B.1.160.17	WT
B.1.160.18	B.1.160.18	WT
B.1.160.19	B.1.160.19	WT
B.1.160.20	B.1.160.20	WT
B.1.160.21	B.1.160.21	WT
B.1.160.22	B.1.160.22	WT
B.1.160.23	B.1.160.23	WT
B.1.160.24	B.1.160.24	WT
B.1.160.25	B.1.160.25	WT
B.1.160.26	B.1.160.26	WT
B.1.160.27	B.1.160.27	WT
B.1.160.28	B.1.160.28	WT
B.1.160.29	B.1.160.29	WT
B.1.160.30	B.1.160.30	WT
B.1.160.31	B.1.160.31	WT
B.1.160.32	B.1.160.32	WT
B.1.160.33	B.1.160.33	WT
B.1.160.7	B.1.160.7	WT
B.1.160.8	B.1.160.8	WT
B.1.160.9	B.1.160.9	WT
B.1.161	B.1.161	WT
B.1.162	B.1.162	WT
B.1.163	B.1.163	WT
B.1.164	B.1.164	WT
B.1.165	B.1.165	WT
B.1.166	B.1.166	WT
B.1.167	B.1.167	WT
B.1.168	B.1.168	WT
B.1.169	B.1.169	WT
B.1.170	B.1.170	WT
B.1.173	B.1.173	WT
B.1.177	B.1.177	WT
B.1.177.10	B.1.177.10	WT
B.1.177.11	B.1.177.11	WT
B.1.177.12	B.1.177.12	WT
B.1.177.14	B.1.177.14	WT
B.1.177.15	B.1.177.15	WT
AA.1	B.1.177.15.1	WT
AA.2	B.1.177.15.2	WT
AA.3	B.1.177.15.3	WT
